# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001//HW_Wk6/sacCer3.sgd.gtf" "-o" "featCounts_Gierlinski_genes.txt" "-t" "exon" "-g" "gene_id" "-f" "--minOverlap" "3" "--primary" "--tmpDir" "/scratchLocal" "/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam
YCR083W	chrIII	259578	259961	+	384	450	428	328	487	308	289	263	234	410	307
YCR085W	chrIII	262916	263269	+	354	25	11	11	12	11	9	11	12	13	15
YCR086W	chrIII	263392	263964	+	573	207	149	142	189	153	77	136	116	150	108
YCR087W	chrIII	263976	264491	+	516	1	1	0	2	1	0	3	0	1	2
YCR087C-A	chrIII	264006	264467	-	462	0	0	0	0	0	0	0	0	0	0
YCR088W	chrIII	265068	266846	+	1779	3389	2884	3569	3923	2293	1681	1712	1758	2843	1557
YCR089W	chrIII	267434	272263	+	4830	876	660	486	844	523	356	378	306	441	413
YCR090C	chrIII	272315	272863	-	549	631	505	557	720	485	321	511	468	660	522
YCR091W	chrIII	274404	276566	+	2163	967	770	699	912	527	382	466	503	726	352
YCR092C	chrIII	276764	279820	-	3057	486	322	374	483	280	211	415	310	395	380
YCR093W	chrIII	280117	286443	+	6327	1576	1174	1218	1691	863	732	1435	1100	1534	1336
YCR094W	chrIII	286762	287937	+	1176	625	551	526	684	431	224	390	322	488	384
YCR095C	chrIII	288170	289258	-	1089	382	254	285	466	223	74	253	221	258	291
YCR095W-A	chrIII	289639	289797	+	159	19	12	22	11	5	6	10	4	17	8
YCR096C	chrIII	293179	293538	-	360	0	0	0	0	0	0	0	0	0	0
YCR097W	chrIII	293835	293939	+	105	72	23	40	55	32	14	59	40	40	34
YCR097W	chrIII	293994	294239	+	246	301	124	184	319	150	39	143	175	182	122
YCR097W	chrIII	294292	294321	+	30	22	13	12	25	12	7	9	15	18	13
YCR097W-A	chrIII	294439	294705	+	267	0	0	0	0	0	0	0	0	0	0
YCR098C	chrIII	297049	298605	-	1557	127	84	91	109	66	71	64	74	102	58
YCR099C	chrIII	300832	301299	-	468	149	103	90	151	80	37	69	90	122	68
YCR100C	chrIII	301271	302221	-	951	134	129	124	155	93	55	77	74	88	73
YCR101C	chrIII	302482	303030	-	549	39	12	34	37	18	10	27	12	36	15
YCR102C	chrIII	304361	305467	-	1107	172	133	123	169	79	63	88	93	96	91
YCR102W-A	chrIII	306735	306932	+	198	8	4	8	15	7	1	4	3	6	3
YCR104W	chrIII	307801	308175	+	375	39	47	29	44	26	30	16	12	44	25
YCR105W	chrIII	309070	310155	+	1086	196	158	113	190	126	94	107	102	140	90
YCR106W	chrIII	310958	313456	+	2499	158	156	171	181	81	95	114	92	153	130
YCR107W	chrIII	313890	314981	+	1092	337	252	250	320	221	113	152	113	173	160
YCR108C	chrIII	315997	316188	-	192	0	0	0	0	0	0	0	0	0	0
YGL196W	chrVII	129883	131169	+	1287	848	861	718	922	594	716	712	660	1223	647
YGL131C	chrVII	261648	265859	-	4212	323	325	282	333	228	233	352	219	390	299
YGL059W	chrVII	392223	393698	+	1476	487	434	394	557	328	239	314	347	573	261
YGR017W	chrVII	523787	524680	+	894	765	598	538	795	433	388	610	505	677	593
YGR088W	chrVII	654634	656322	+	1689	602	428	425	556	312	310	458	447	634	361
YGR147C	chrVII	786054	786920	-	867	1064	1020	1006	1069	752	605	944	681	989	1080
YGR212W	chrVII	917040	918446	+	1407	214	127	167	199	143	78	138	128	211	132
YGL263W	chrVII	2790	3932	+	1143	124	81	99	131	72	40	69	68	89	56
YGL262W	chrVII	5312	5839	+	528	15	11	12	24	13	3	8	7	7	5
YGL261C	chrVII	6290	6652	-	363	4	7	9	11	3	3	0	5	9	5
YGL260W	chrVII	6860	7090	+	231	2	0	0	1	0	0	0	0	1	2
YGL259W	chrVII	8470	8967	+	498	52	41	25	44	27	25	20	20	32	17
YGL258W-A	chrVII	9162	9395	+	234	55	37	34	53	31	20	15	15	30	10
YGL258W	chrVII	11110	11730	+	621	46	38	31	46	33	13	31	20	33	34
YGL257C	chrVII	12481	14157	-	1677	741	575	649	793	439	336	592	477	699	504
YGL256W	chrVII	15159	16307	+	1149	742	632	645	708	456	432	701	548	793	675
YGL255W	chrVII	20978	22108	+	1131	734	564	535	690	462	878	1230	879	1599	1474
YGL254W	chrVII	22304	23203	+	900	351	291	233	270	207	135	205	160	266	193
YGL253W	chrVII	23935	25395	+	1461	32492	26852	26738	30641	18948	17123	22244	19994	30037	22059
YGL252C	chrVII	25718	27484	-	1767	2886	2243	2148	3200	1879	996	1450	1183	1842	1423
YGL251C	chrVII	27921	31426	-	3506	292	219	233	291	180	124	233	199	247	240
YGL251C	chrVII	31579	31636	-	58	0	0	0	0	0	0	1	0	0	0
YGL250W	chrVII	31910	32635	+	726	524	413	333	480	343	198	228	261	334	205
YGL249W	chrVII	33098	35212	+	2115	138	76	72	112	65	37	99	80	103	97
YGL248W	chrVII	35653	36762	+	1110	1177	874	771	1121	748	537	633	630	1178	518
YGL247W	chrVII	36933	37526	+	594	315	202	174	331	185	92	208	186	224	217
YGL246C	chrVII	37617	38780	-	1164	587	458	459	643	349	235	608	446	524	662
YGL245W	chrVII	39023	41149	+	2127	8883	8698	8872	10878	6081	4694	5518	4376	7351	6111
YGL244W	chrVII	41498	43174	+	1677	1997	1567	1880	2490	1177	799	1290	1102	1483	1264
YGL243W	chrVII	43307	44509	+	1203	334	257	251	336	200	107	260	186	262	221
YGL242C	chrVII	44652	45197	-	546	589	537	542	661	468	362	360	358	600	380
YGL241W	chrVII	45445	48459	+	3015	479	405	442	539	344	312	357	328	481	381
YGL240W	chrVII	48613	49365	+	753	62	60	70	85	52	49	78	49	79	69
YGL239C	chrVII	49431	49745	-	315	6	2	5	5	4	2	4	3	4	4
YGL238W	chrVII	49552	52434	+	2883	1366	945	1082	1547	885	567	1135	840	1178	1186
YGL237C	chrVII	52731	53528	-	798	770	578	509	822	454	293	352	295	423	341
YGL236C	chrVII	53787	55796	-	2010	325	254	205	263	241	283	278	218	339	325
YGL235W	chrVII	55279	55815	+	537	1	0	0	0	0	1	1	1	1	0
YGL234W	chrVII	56482	58890	+	2409	2926	2923	3325	3105	2235	4543	3487	2726	6103	3860
YGL233W	chrVII	59122	61854	+	2733	986	750	778	1145	617	346	664	526	728	604
YGL232W	chrVII	62075	62131	+	57	25	11	7	24	11	11	15	14	24	17
YGL232W	chrVII	62190	63002	+	813	607	466	530	716	399	247	528	379	531	468
YGL231C	chrVII	63048	63620	-	573	1590	1187	931	1517	1128	732	1030	969	1433	1098
YGL230C	chrVII	63772	64215	-	444	52	12	17	29	26	16	17	17	30	18
YGL229C	chrVII	64503	66959	-	2457	408	277	306	387	217	194	260	234	368	204
YGL228W	chrVII	67598	69331	+	1734	2666	2235	2338	2890	1680	1135	1485	1200	1905	1519
YGL227W	chrVII	69671	72547	+	2877	1657	1465	1529	1923	1059	746	859	774	1192	749
YGL226C-A	chrVII	72749	72988	-	240	781	620	512	755	582	269	502	462	608	497
YGL226C-A	chrVII	73138	73158	-	21	13	11	11	8	9	5	13	9	17	13
YGL226W	chrVII	73340	73711	+	372	422	345	317	492	289	166	199	212	306	235
YGL225W	chrVII	76894	77907	+	1014	2517	2088	2066	2609	1801	1376	2317	1617	2681	2281
YGL224C	chrVII	78015	78857	-	843	657	450	436	611	393	395	473	583	701	418
YGL223C	chrVII	79112	80365	-	1254	624	478	383	654	351	225	385	301	439	340
YGL222C	chrVII	80659	81186	-	528	227	247	186	349	147	72	109	108	170	116
YGL221C	chrVII	81426	82292	-	867	1378	1261	1161	1310	986	867	959	833	1364	1081
YGL220W	chrVII	82374	82736	+	363	984	886	888	967	759	577	799	599	1029	858
YGL219C	chrVII	82878	84257	-	1380	989	739	714	1092	614	341	491	471	759	517
YGL218W	chrVII	83650	84300	+	651	0	0	0	0	0	0	0	0	0	1
YGL217C	chrVII	84839	85180	-	342	5	1	2	3	0	1	2	0	1	2
YGL216W	chrVII	84885	87302	+	2418	647	546	524	793	398	275	413	327	383	414
YGL215W	chrVII	87981	89339	+	1359	1633	1305	1113	1664	963	844	1348	959	1346	1187
YGL214W	chrVII	90010	90495	+	486	16	5	3	8	8	6	2	7	8	7
YGL213C	chrVII	90054	91247	-	1194	533	406	372	480	338	253	381	285	400	368
YGL212W	chrVII	91432	92382	+	951	247	228	216	196	163	139	193	111	180	194
YGL211W	chrVII	92512	93591	+	1080	765	671	616	840	528	372	642	430	611	648
YGL210W	chrVII	93792	94460	+	669	771	582	611	780	557	354	485	391	574	540
YGL209W	chrVII	95858	97006	+	1149	2709	1923	1527	2758	1370	1248	2420	1471	1972	2252
YGL208W	chrVII	97338	98585	+	1248	839	794	662	833	614	356	391	337	593	343
YGL207W	chrVII	98969	102076	+	3108	2812	2498	3175	3547	1913	1218	1909	1548	2106	1819
YGL206C	chrVII	102543	107504	-	4962	2677	1949	2251	3022	1600	1220	1923	1682	2411	1688
YGL205W	chrVII	108158	110404	+	2247	233	144	112	165	101	78	127	136	176	129
YGL204C	chrVII	111700	112005	-	306	51	54	41	60	42	42	54	46	74	64
YGL203C	chrVII	112475	114664	-	2190	1646	1448	1614	2186	1139	814	1117	851	1331	1147
YGL202W	chrVII	116059	117561	+	1503	4571	4131	4176	4791	3342	2636	2898	2464	4563	2920
YGL201C	chrVII	117854	120907	-	3054	1089	1001	1054	1260	731	443	731	551	715	754
YGL200C	chrVII	122694	123305	-	612	4611	4137	3796	4823	3565	2151	2652	2185	3654	2588
YGL199C	chrVII	123572	124042	-	471	0	0	0	0	1	0	0	0	0	0
YGL198W	chrVII	123591	124298	+	708	914	768	778	902	634	442	350	378	570	386
YGL197W	chrVII	124698	129161	+	4464	1407	1437	1513	1708	954	774	984	845	1434	952
YGL195W	chrVII	131525	139543	+	8019	3720	3626	3748	4739	2666	2384	3121	2410	3746	3345
YGL194C-A	chrVII	139719	139961	-	243	84	40	41	59	50	26	48	51	65	41
YGL194C	chrVII	140368	141726	-	1359	214	255	183	298	142	108	159	112	169	145
YGL193C	chrVII	141916	142227	-	312	409	238	220	328	227	85	165	162	192	148
YGL192W	chrVII	142246	144048	+	1803	1206	822	762	1002	574	414	705	596	797	659
YGL191W	chrVII	144808	145197	+	390	1351	1079	1134	1492	989	555	701	632	1008	663
YGL190C	chrVII	145809	147389	-	1581	1931	1455	1379	2138	1313	787	1396	1127	1543	1253
YGL189C	chrVII	148229	148588	-	360	16582	11196	11439	12287	12418	6609	13512	10329	17194	14309
YGL188C-A	chrVII	148824	148964	-	141	22	16	16	15	20	2	19	5	11	17
YGL188C	chrVII	149343	149516	-	174	69	32	56	93	45	18	33	54	43	21
YGL187C	chrVII	149704	150171	-	468	892	640	644	848	555	414	449	591	825	429
YGL186C	chrVII	151037	152776	-	1740	1159	989	1061	1144	866	1071	954	825	1776	970
YGL185C	chrVII	153167	154306	-	1140	509	456	420	502	380	138	218	194	341	185
YGL184C	chrVII	154615	156012	-	1398	209	186	194	199	214	203	54	67	173	40
YGL183C	chrVII	156543	157199	-	657	32	27	21	35	24	1	9	7	13	9
YGL183C	chrVII	157283	157285	-	3	0	0	0	0	0	0	0	0	0	0
YGL182C	chrVII	157273	157596	-	324	6	8	2	4	7	2	3	2	6	4
YGL181W	chrVII	157906	159096	+	1191	2503	2123	2126	2522	1709	1145	1128	1067	1705	1148
YGL180W	chrVII	160065	162758	+	2694	622	496	559	672	356	247	306	258	453	282
YGL179C	chrVII	163409	165091	-	1683	492	432	346	534	349	314	496	318	727	562
YGL178W	chrVII	167352	167354	+	3	4	0	1	7	0	0	2	1	2	2
YGL178W	chrVII	167995	170571	+	2577	862	583	543	763	428	279	785	493	813	631
YGL177W	chrVII	167559	167906	+	348	18	13	9	13	9	6	13	10	19	13
YGL176C	chrVII	171415	173079	-	1665	516	320	298	533	287	158	329	237	324	315
YGL175C	chrVII	173285	174322	-	1038	71	47	54	75	26	38	46	44	45	41
YGL174W	chrVII	174545	175345	+	801	328	237	254	378	213	85	155	153	191	166
YGL173C	chrVII	175527	180113	-	4587	3508	3377	3577	4296	2424	2091	2718	2286	3577	2501
YGL172W	chrVII	180700	182118	+	1419	1562	1200	1148	1540	892	651	917	771	1091	916
YGL171W	chrVII	182390	184084	+	1695	170	133	158	188	74	134	436	188	238	482
YGL170C	chrVII	184153	185394	-	1242	11	8	6	14	7	4	24	9	11	28
YGL169W	chrVII	186059	187339	+	1281	401	242	239	321	225	195	522	301	390	528
YGL168W	chrVII	187464	187796	+	333	423	334	407	553	327	129	216	220	295	180
YGL167C	chrVII	187616	190468	-	2853	2873	2486	2620	3099	1955	1247	1750	1368	2334	1538
YGL166W	chrVII	191129	191806	+	678	248	274	259	249	212	168	137	101	201	173
YGL165C	chrVII	191398	191976	-	579	66	49	39	67	21	11	44	20	41	27
YGL164C	chrVII	191978	193300	-	1323	949	718	756	1014	576	358	560	424	684	604
YGL163C	chrVII	193707	196403	-	2697	1040	784	867	1050	625	302	493	355	471	472
YGL162W	chrVII	198138	199037	+	900	375	302	241	347	243	399	746	525	728	743
YGL161C	chrVII	199210	200142	-	933	2390	2101	1847	2568	1650	1064	1186	1108	1796	1161
YGL160W	chrVII	200561	202273	+	1713	906	698	632	940	498	287	435	412	639	416
YGL159W	chrVII	202721	203833	+	1113	401	271	253	387	232	155	308	269	336	297
YGL158W	chrVII	207033	208571	+	1539	725	515	446	737	391	189	298	306	262	270
YGL157W	chrVII	209006	210049	+	1044	1651	1088	1161	1652	866	763	1356	1255	1647	1108
YGL156W	chrVII	210416	213667	+	3252	888	848	826	996	650	274	251	267	475	217
YGL155W	chrVII	214081	215211	+	1131	492	465	438	524	359	286	477	330	508	435
YGL154C	chrVII	215278	216096	-	819	486	337	303	469	320	137	254	229	323	231
YGL153W	chrVII	216273	217298	+	1026	210	143	158	196	109	73	109	89	138	97
YGL152C	chrVII	216692	217369	-	678	2	0	2	2	1	1	3	2	1	2
YGL151W	chrVII	217524	220922	+	3399	1061	831	907	1356	589	452	828	621	822	792
YGL150C	chrVII	221104	225573	-	4470	1688	1501	1693	2006	1099	1025	1166	953	1647	1082
YGL149W	chrVII	225572	225877	+	306	14	8	8	19	5	16	11	11	23	13
YGL148W	chrVII	226399	227529	+	1131	5480	4907	4755	5558	3912	3905	3965	3018	5520	4588
YGL147C	chrVII	227754	228329	-	576	11444	11100	9975	12550	8234	8816	11796	8346	14634	14041
YGL146C	chrVII	228751	229686	-	936	262	181	181	249	127	55	82	80	121	78
YGL145W	chrVII	230243	232348	+	2106	423	284	324	440	247	180	387	268	343	371
YGL144C	chrVII	232450	234507	-	2058	350	206	269	317	229	128	314	166	278	279
YGL143C	chrVII	234717	235958	-	1242	456	385	343	414	304	205	291	242	466	283
YGL142C	chrVII	236269	238119	-	1851	635	436	414	657	343	241	400	357	491	353
YGL141W	chrVII	238353	241085	+	2733	785	575	682	839	424	279	456	411	642	399
YGL140C	chrVII	241353	245012	-	3660	1224	1101	1268	1446	709	584	802	623	979	803
YGL139W	chrVII	245716	248124	+	2409	1013	786	767	1094	556	447	719	527	753	718
YGL138C	chrVII	248494	249531	-	1038	5	1	3	6	1	1	5	0	3	1
YGL137W	chrVII	249869	249886	+	18	0	1	0	2	0	1	0	0	1	0
YGL137W	chrVII	250087	252738	+	2652	3664	3261	3688	4162	2298	1906	2207	1781	2933	2062
YGL136C	chrVII	252897	253859	-	963	367	308	276	434	213	126	200	181	297	186
YGL135W	chrVII	254641	255294	+	654	4856	4246	4130	5006	3342	2586	4616	3368	5307	5026
YGL134W	chrVII	255663	256964	+	1302	509	388	380	501	316	186	369	270	391	323
YGL133W	chrVII	257707	261501	+	3795	854	679	753	946	528	403	648	502	746	574
YGL132W	chrVII	261580	261915	+	336	14	13	11	10	6	4	7	5	10	3
YGL130W	chrVII	266145	267524	+	1380	912	761	737	966	561	325	538	491	700	494
YGL129C	chrVII	267723	269075	-	1353	688	483	480	618	404	300	553	387	613	473
YGL128C	chrVII	269293	270144	-	852	337	238	235	326	246	152	178	157	284	162
YGL127C	chrVII	270392	270775	-	384	622	437	378	570	474	188	358	265	445	260
YGL126W	chrVII	270997	272139	+	1143	2616	2499	2619	2673	2340	1425	1100	854	2065	1263
YGL125W	chrVII	272520	274322	+	1803	1143	879	861	1072	767	731	431	479	958	377
YGL124C	chrVII	274780	276714	-	1935	633	474	444	620	408	195	312	327	453	329
YGL123W	chrVII	277617	278381	+	765	20212	18810	19508	20850	14382	14434	18747	13844	23515	19262
YGL123C-A	chrVII	277634	277864	-	231	0	0	0	0	0	0	0	0	0	0
YGL122C	chrVII	278946	280523	-	1578	3110	2080	1949	2678	1571	1558	2134	1927	2623	2093
YGL121C	chrVII	280777	281157	-	381	87	86	73	88	61	81	68	79	124	40
YGL120C	chrVII	281634	283937	-	2304	901	818	838	1043	593	717	1670	939	1337	1812
YGL119W	chrVII	284442	285947	+	1506	488	336	365	480	298	201	359	304	378	345
YGL118C	chrVII	288014	288451	-	438	17	9	7	14	11	8	8	5	7	5
YGL117W	chrVII	288512	289309	+	798	766	627	586	718	500	429	302	425	715	219
YGL116W	chrVII	289809	291641	+	1833	699	483	492	756	362	288	390	355	511	425
YGL115W	chrVII	292033	293001	+	969	1202	926	793	1237	657	645	886	760	1126	872
YGL114W	chrVII	293460	295637	+	2178	1097	875	947	1119	650	471	653	560	796	648
YGL113W	chrVII	295932	297938	+	2007	370	234	261	368	207	113	258	170	239	287
YGL112C	chrVII	298178	299728	-	1551	881	673	712	895	513	321	766	522	783	662
YGL111W	chrVII	299978	301369	+	1392	574	524	578	772	317	310	692	388	597	698
YGL110C	chrVII	301537	303411	-	1875	800	557	697	952	490	263	523	385	544	484
YGL109W	chrVII	303513	303836	+	324	30	42	34	40	26	18	21	16	36	17
YGL108C	chrVII	303649	304071	-	423	116	141	91	149	91	51	99	87	122	90
YGL107C	chrVII	304333	306273	-	1941	663	473	487	624	404	286	537	359	556	468
YGL106W	chrVII	306560	307009	+	450	2738	2373	2381	2822	2035	1440	1585	1330	2184	1866
YGL105W	chrVII	307437	308567	+	1131	6059	5312	5659	6954	4280	3127	4296	3297	5484	4431
YGL104C	chrVII	308713	310173	-	1461	590	469	436	598	327	231	291	300	479	219
YGL103W	chrVII	310967	311015	+	49	484	497	325	561	423	352	575	391	594	707
YGL103W	chrVII	311527	311927	+	401	0	0	0	0	0	0	0	0	0	0
YGL102C	chrVII	311505	311933	-	429	81	44	65	64	43	22	63	41	64	57
YGL101W	chrVII	312193	312840	+	648	386	309	314	383	230	172	355	254	396	385
YGL100W	chrVII	313234	314283	+	1050	1181	1033	910	1150	783	540	731	574	918	757
YGL099W	chrVII	314631	316553	+	1923	793	689	715	949	509	476	963	611	803	1092
YGL098W	chrVII	317342	318079	+	738	590	408	425	492	329	231	329	295	411	273
YGL097W	chrVII	321782	323230	+	1449	1638	1442	1493	1802	1183	867	1157	828	1393	1265
YGL096W	chrVII	325331	326161	+	831	199	163	135	184	108	100	212	187	271	192
YGL095C	chrVII	328874	330607	-	1734	1095	847	807	1368	680	434	636	600	900	643
YGL094C	chrVII	331118	334465	-	3348	913	733	842	986	571	423	713	549	845	669
YGL093W	chrVII	334886	337639	+	2754	863	765	849	1001	527	349	533	424	626	534
YGL092W	chrVII	337906	341859	+	3954	1305	952	1069	1405	723	589	1129	815	1101	1074
YGL091C	chrVII	342056	343042	-	987	523	460	481	636	374	217	313	284	387	320
YGL090W	chrVII	343319	344584	+	1266	337	287	292	357	229	118	200	159	264	201
YGL089C	chrVII	344791	345153	-	363	150	112	134	186	90	52	80	74	88	69
YGL088W	chrVII	345836	346201	+	366	94	85	83	98	98	43	94	94	84	109
YGL087C	chrVII	346406	346808	-	403	635	567	494	710	453	236	281	330	509	262
YGL087C	chrVII	346894	346904	-	11	3	3	4	7	1	5	3	1	2	2
YGL086W	chrVII	347119	349368	+	2250	822	582	750	1019	472	292	665	486	648	597
YGL085W	chrVII	349616	350440	+	825	360	225	284	372	226	107	232	192	244	210
YGL084C	chrVII	350616	352298	-	1683	1204	943	889	1208	786	472	684	589	924	641
YGL083W	chrVII	353058	355472	+	2415	631	458	418	615	346	252	449	390	555	425
YGL082W	chrVII	355827	356972	+	1146	1394	1019	988	1411	839	568	831	763	1066	836
YGL081W	chrVII	357377	358339	+	963	118	102	103	126	84	42	46	51	78	52
YGL080W	chrVII	358636	359028	+	393	1244	656	691	1264	554	266	592	630	745	511
YGL079W	chrVII	359444	360100	+	657	295	256	226	320	197	115	175	179	263	194
YGL078C	chrVII	360288	361859	-	1572	1078	771	912	1165	635	732	1878	938	1546	2131
YGL077C	chrVII	362225	363916	-	1692	2276	1411	1404	2254	1218	1201	1628	1157	1778	1911
YGL076C	chrVII	364335	364964	-	630	5769	5393	4951	6037	4688	3250	5713	4032	6954	6096
YGL076C	chrVII	365433	365526	-	94	902	695	784	780	605	525	1072	748	1134	1164
YGL076C	chrVII	365986	365996	-	11	4	1	7	6	3	1	6	5	7	6
YGL075C	chrVII	366925	368088	-	1164	267	198	174	286	143	74	131	115	144	133
YGL074C	chrVII	368596	368922	-	327	24	19	26	19	11	10	20	6	16	13
YGL073W	chrVII	368753	371254	+	2502	1572	1321	1253	1705	989	595	888	738	1073	814
YGL072C	chrVII	371003	371362	-	360	6	4	1	3	1	1	4	2	4	2
YGL071W	chrVII	372012	374084	+	2073	833	757	711	839	556	374	521	368	637	561
YGL070C	chrVII	374459	374827	-	369	471	344	330	436	340	226	450	351	445	528
YGL069C	chrVII	375050	375514	-	465	0	2	0	0	0	0	2	0	0	1
YGL068W	chrVII	375087	375671	+	585	254	184	202	205	151	142	238	210	292	229
YGL067W	chrVII	376101	377255	+	1155	616	548	476	675	497	287	429	359	611	467
YGL066W	chrVII	377609	379582	+	1974	908	759	743	903	534	459	586	483	733	515
YGL065C	chrVII	379760	381271	-	1512	575	418	434	645	377	201	395	328	451	366
YGL064C	chrVII	381523	383208	-	1686	244	152	184	228	135	96	193	154	224	200
YGL063W	chrVII	383654	384766	+	1113	373	322	283	347	232	199	235	215	309	268
YGL063C-A	chrVII	384502	384651	-	150	0	0	0	0	0	0	0	0	0	0
YGL062W	chrVII	385196	388732	+	3537	3941	2701	2957	3726	1951	1165	1219	1250	1803	1007
YGL061C	chrVII	388968	389711	-	744	225	212	197	276	193	92	163	114	200	159
YGL060W	chrVII	390065	391990	+	1926	397	356	326	370	226	185	295	226	317	264
YGL058W	chrVII	393986	394504	+	519	736	556	567	696	455	303	475	385	559	493
YGL057C	chrVII	394966	395829	-	864	199	160	144	188	108	64	120	109	134	126
YGL056C	chrVII	396035	397618	-	1584	1211	948	740	1154	666	546	862	601	913	907
YGL055W	chrVII	398628	400160	+	1533	11024	8867	8830	12239	6772	6023	12831	9141	12275	12278
YGL054C	chrVII	400871	401287	-	417	1522	1035	943	1608	838	514	1072	774	1202	1017
YGL053W	chrVII	402589	403302	+	714	375	310	324	391	261	147	192	183	354	173
YGL052W	chrVII	403437	403742	+	306	92	67	58	100	59	37	56	48	89	58
YGL051W	chrVII	403687	404391	+	705	79	70	48	68	35	29	51	36	62	39
YGL050W	chrVII	405776	406597	+	822	446	336	315	439	246	166	356	235	360	350
YGL049C	chrVII	406860	409604	-	2745	2335	1897	2032	2551	1395	958	1436	1106	1782	1238
YGL048C	chrVII	410069	411286	-	1218	4184	3388	3793	4364	2783	1987	2484	2319	3548	2394
YGL047W	chrVII	411552	412160	+	609	789	676	593	851	548	276	296	356	505	272
YGL045W	chrVII	414102	415730	+	1629	492	467	431	535	364	197	266	252	411	246
YGL044C	chrVII	416146	417036	-	891	662	517	558	733	437	322	575	379	592	564
YGL043W	chrVII	417483	418412	+	930	672	603	626	747	465	370	502	372	574	499
YGL042C	chrVII	418288	418593	-	306	157	139	160	195	119	75	119	119	122	97
YGL041C-B	chrVII	418704	418886	-	183	12	5	4	6	2	1	6	1	4	5
YGL041W-A	chrVII	418825	419289	+	465	123	101	109	133	66	44	71	69	97	66
YGL041C	chrVII	419022	419225	-	204	0	0	0	0	0	0	0	0	0	0
YGL040C	chrVII	419527	420555	-	1029	1924	1655	1553	1880	1205	1354	1714	1411	2139	1666
YGL039W	chrVII	423961	425007	+	1047	991	716	833	981	632	461	890	713	945	757
YGL038C	chrVII	425362	426804	-	1443	1563	1168	1236	1552	905	607	1107	782	1224	912
YGL037C	chrVII	427297	427947	-	651	11354	10207	8442	11094	8769	7524	7944	8677	13569	7269
YGL036W	chrVII	428601	431330	+	2730	2240	1619	1384	2393	1201	719	994	921	1268	885
YGL035C	chrVII	431548	433062	-	1515	3655	2786	2362	3515	2131	1007	1474	1207	1796	1308
YGL034C	chrVII	433214	433579	-	366	58	32	29	49	31	5	16	2	7	6
YGL033W	chrVII	435625	435679	+	55	0	0	0	0	0	0	0	0	0	1
YGL033W	chrVII	435750	436351	+	602	10	8	13	21	7	6	10	5	9	1
YGL032C	chrVII	436570	436833	-	264	261	181	179	211	159	123	166	157	209	164
YGL031C	chrVII	437467	437934	-	468	8228	6000	7497	9455	5247	3630	7845	6287	8670	7101
YGL030W	chrVII	439091	439093	+	3	43	33	20	33	30	12	51	49	42	63
YGL030W	chrVII	439324	439638	+	315	19960	19381	17641	22052	15586	14214	18258	13098	22796	19271
YGL029W	chrVII	440063	440425	+	363	335	224	301	425	188	148	501	320	429	626
YGL028C	chrVII	441281	442909	-	1629	550	455	461	503	333	762	1148	868	1312	1080
YGL027C	chrVII	443642	446143	-	2502	2738	2612	2625	3081	1922	1076	1169	937	1670	1087
YGL026C	chrVII	446412	448535	-	2124	5246	5112	5142	5552	3846	2777	2576	2198	3830	2841
YGL025C	chrVII	448764	449957	-	1194	733	623	516	705	519	325	462	344	556	488
YGL024W	chrVII	449788	450123	+	336	24	10	11	10	9	3	8	4	6	14
YGL023C	chrVII	450197	452104	-	1908	2675	2377	2384	2997	1835	1182	1268	1002	1700	1448
YGL022W	chrVII	452404	454560	+	2157	5091	4777	4659	5679	3607	2838	3223	2494	4110	3250
